"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","good_condition","renovated","city"
"15454",575000,2,1,980,3663,1,0,0,5,7,980,0,1909,0,98105,47.6645,-122.288,1620,3706,"yes","no","Seattle"
"20112",320000,3,2.5,1820,1855,2,0,0,3,8,1570,250,2008,0,98166,47.4643,-122.346,1470,6900,"yes","no","Seattle"
"3434",550000,3,1,1070,3713,1,0,0,4,6,1070,0,1917,0,98118,47.5683,-122.285,1290,3960,"yes","no","Seattle"
"21104",598992,5,3.5,3440,6037,2,0,0,3,9,3440,0,2014,0,98045,47.4765,-121.734,3270,6037,"yes","no","North Bend"
"13205",500000,3,3.5,2150,4368,2,0,0,3,8,1610,540,1998,0,98074,47.6213,-122.065,2390,16630,"yes","no","Sammamish"
"11891",365000,4,1,1520,80150,1,0,0,2,5,1520,0,1948,0,98045,47.4742,-121.769,1740,84506,"no","no","North Bend"
"18784",676500,3,1.75,1300,2446,1,0,3,3,8,880,420,1961,0,98122,47.6071,-122.285,2440,5051,"yes","no","Seattle"
"5672",500000,3,3.25,1520,1500,3,0,0,3,7,1520,0,2000,0,98107,47.67,-122.389,1520,1323,"yes","no","Seattle"
"20253",1300000,3,2.5,3350,7752,1,0,0,3,9,2180,1170,2009,0,98008,47.6263,-122.099,2570,7988,"yes","no","Bellevue"
"677",280000,2,1,1010,3000,1,0,0,4,7,1010,0,1925,0,98045,47.4965,-121.785,1150,7000,"yes","no","North Bend"
"11187",341000,3,1,1390,4814,1.5,0,0,3,6,1390,0,1908,0,98115,47.6881,-122.32,1730,3990,"yes","no","Seattle"
"440",578000,3,1.75,2120,10875,1,0,2,3,8,1540,580,1977,0,98146,47.504,-122.382,2460,11760,"yes","no","Seattle"
"3058",219950,3,1.5,1620,9310,1,0,0,4,7,1620,0,1967,0,98042,47.3665,-122.107,1610,10640,"yes","no","Kent"
"5152",370000,4,1.5,1370,9957,1,0,0,3,7,900,470,1972,0,98034,47.7237,-122.181,1510,8088,"yes","no","Kirkland"
"14391",415000,3,1.5,1860,9003,1,0,0,3,7,1490,370,1955,0,98028,47.7624,-122.26,2090,11574,"yes","no","Kenmore"
"8156",945800,4,2.75,3360,9100,1,0,0,4,8,1760,1600,1973,0,98006,47.5641,-122.149,2620,8925,"yes","no","Bellevue"
"12594",695000,5,3.25,3940,9780,2,0,0,3,9,3940,0,2007,0,98065,47.5435,-121.888,3550,8468,"yes","no","Snoqualmie"
"5195",669950,4,2.5,2670,11877,2,0,0,3,9,2670,0,1996,0,98074,47.6327,-122.036,2430,11333,"yes","no","Sammamish"
"17195",187250,2,1,710,14700,1,0,0,5,6,710,0,1926,0,98168,47.4939,-122.318,1320,14700,"yes","no","Seattle"
"18734",229000,4,1.5,1820,22814,1.5,0,0,3,7,1820,0,1920,0,98125,47.7321,-122.296,1770,9150,"yes","no","Seattle"
"17202",298950,5,2.25,2300,11505,1,0,0,3,8,1300,1000,1963,0,98030,47.3812,-122.223,2350,11505,"yes","no","Kent"
"3459",207500,3,1,1640,9750,1,0,0,3,7,1640,0,1968,0,98042,47.3256,-122.141,1200,9750,"yes","no","Kent"
"10176",495000,4,1.75,1930,6720,1,0,2,3,8,1130,800,1959,0,98115,47.6935,-122.312,1850,6380,"yes","no","Seattle"
"8520",225000,2,1,1170,7142,1,0,0,3,7,1170,0,1951,0,98155,47.7497,-122.313,1170,7615,"yes","no","Seattle"
"21333",245000,1,1,390,2000,1,0,0,4,6,390,0,1920,0,98103,47.6938,-122.347,1340,5100,"yes","no","Seattle"
"13130",516000,2,1.75,1640,3090,1,0,0,4,7,910,730,1925,0,98115,47.679,-122.319,1510,4120,"yes","no","Seattle"
"21103",363000,4,2.5,3753,7204,2,0,0,3,10,3336,417,2008,0,98023,47.3011,-122.385,3494,9375,"yes","no","Federal Way"
"5148",235000,3,1,1050,7670,1.5,0,0,5,7,1050,0,1955,0,98022,47.2046,-121.996,1220,7670,"yes","no","Enumclaw"
"4375",221000,3,1,1250,7280,1,0,0,3,7,1250,0,1965,0,98001,47.3414,-122.286,1450,7350,"yes","no","Auburn"
"4009",770000,3,1.75,1900,6334,1,0,2,3,8,1450,450,1948,0,98105,47.6675,-122.276,1530,6334,"yes","no","Seattle"
"1507",850000,3,1,2280,4600,1,0,2,3,8,1250,1030,1936,0,98119,47.6378,-122.372,1910,4000,"yes","no","Seattle"
"20051",379900,4,2.5,3181,5831,2,0,0,3,8,3181,0,2014,0,98003,47.2716,-122.297,2056,24393,"yes","no","Federal Way"
"5605",270000,3,1,1130,7920,1,0,0,3,7,1130,0,1961,0,98059,47.4852,-122.125,1390,8580,"yes","no","Renton"
"11907",810000,5,2.75,3847,17654,1,0,2,5,9,2299,1548,1975,0,98003,47.3379,-122.322,2690,15344,"yes","no","Federal Way"
"20332",442515,4,2.5,2930,4875,2,0,0,3,9,2930,0,2014,0,98030,47.3421,-122.179,2815,4900,"yes","no","Kent"
"21565",579950,5,2.75,3080,5752,2,0,0,3,9,3080,0,2014,0,98059,47.4922,-122.153,3000,4650,"yes","no","Renton"
"12655",450000,2,2,1510,4908,1,0,0,3,8,1510,0,2006,0,98053,47.7196,-122.024,1440,3921,"yes","no","Redmond"
"1411",685000,3,1.75,2210,8955,1,0,1,3,8,1560,650,1974,0,98033,47.6621,-122.189,2210,8976,"yes","no","Kirkland"
"20711",459000,4,3,2530,10000,2,0,0,3,7,2530,0,2013,0,98148,47.431,-122.335,1420,9898,"yes","no","Seattle"
"3597",550000,4,2.5,2150,27540,2,0,0,3,8,2150,0,1997,0,98053,47.637,-121.969,2150,27540,"yes","no","Redmond"
"649",157000,1,1,870,26326,1,0,0,3,6,870,0,1939,0,98198,47.4152,-122.3,1250,10608,"yes","no","Seattle"
"4784",745000,3,2,2290,5001,1,0,0,4,7,1490,800,1960,0,98103,47.6909,-122.339,1230,5001,"yes","no","Seattle"
"4311",600000,3,3,1520,1800,3,0,0,3,7,1520,0,2003,0,98115,47.6822,-122.326,1520,1500,"yes","no","Seattle"
"11482",195000,3,2,1230,8235,1.5,0,0,3,6,1230,0,1959,0,98168,47.4853,-122.304,1080,10281,"yes","no","Seattle"
"17341",270000,3,1,1010,9514,1,0,0,3,7,1010,0,1969,0,98059,47.4936,-122.105,1010,9514,"yes","no","Renton"
"8517",999000,7,4,3150,34830,1,0,0,3,9,3150,0,1957,2005,98007,47.6029,-122.147,2390,12054,"yes","yes","Bellevue"
"9515",380000,3,2.25,2530,12042,2,0,0,3,8,2530,0,1989,0,98042,47.3742,-122.125,2480,10172,"yes","no","Kent"
"3829",205000,3,1.75,1200,8631,1,0,0,3,7,1200,0,1959,0,98198,47.3864,-122.308,1564,8115,"yes","no","Seattle"
"17620",451000,3,2.5,2050,4876,2,0,0,3,8,2050,0,2005,0,98072,47.7746,-122.158,2320,4065,"yes","no","Woodinville"
"14687",565500,3,1.75,1780,5850,1,0,0,5,7,980,800,1944,0,98116,47.5589,-122.392,1550,5850,"yes","no","Seattle"
"10490",938000,3,2.5,3090,10940,2,0,2,3,10,3090,0,1992,0,98006,47.5492,-122.119,3410,12157,"yes","no","Bellevue"
"8038",775000,5,1.5,1720,5000,1.5,0,0,3,8,1720,0,1915,0,98103,47.6627,-122.355,1720,5000,"yes","no","Seattle"
"10478",292000,3,2.5,1560,2740,2,0,0,3,8,1560,0,1999,0,98059,47.4909,-122.154,1310,2698,"yes","no","Renton"
"15278",772500,4,2.5,3230,4290,2,0,0,3,9,3230,0,2004,0,98033,47.6874,-122.161,3220,5083,"yes","no","Kirkland"
"14293",346500,2,1.75,1610,6300,1,0,0,3,7,1010,600,1941,0,98108,47.554,-122.304,1370,5225,"yes","no","Seattle"
"21497",776000,4,2.5,3040,6425,2,0,0,3,8,3040,0,2008,0,98052,47.6788,-122.117,3040,7800,"yes","no","Redmond"
"17377",836500,3,2.5,2230,7200,3,0,3,3,9,2230,0,1996,0,98118,47.558,-122.265,2230,7200,"yes","no","Seattle"
"13900",400000,3,2,2260,11305,1,0,0,3,7,1130,1130,1986,0,98055,47.4544,-122.204,2080,10248,"yes","no","Renton"
"19991",685000,3,2.25,1710,1193,2,0,0,3,9,1140,570,2014,0,98122,47.6173,-122.31,1510,1193,"yes","no","Seattle"
"11301",230000,2,1,800,17965,1,0,0,4,5,800,0,1942,0,98058,47.4693,-122.161,1500,8925,"yes","no","Renton"
"11816",467000,5,2,2080,4000,1,0,0,4,6,1040,1040,1909,0,98144,47.5858,-122.308,1940,6000,"yes","no","Seattle"
"9001",1050000,3,3,3490,4500,2.5,0,0,3,9,3170,320,1924,0,98102,47.6394,-122.321,2840,4050,"yes","no","Seattle"
"6816",473975,3,2.5,2330,3610,2,0,0,3,8,2330,0,1999,0,98074,47.6022,-122.021,1830,2948,"yes","no","Sammamish"
"2184",150000,3,1,1450,6776,1,0,0,3,7,1450,0,1952,0,98178,47.5056,-122.244,1680,7200,"yes","no","Seattle"
"7212",165000,3,1,970,6600,1,0,0,3,7,970,0,1965,0,98168,47.4836,-122.332,1200,6600,"yes","no","Seattle"
"20666",394950,2,1,1131,1304,3,0,0,3,7,1131,0,2011,0,98115,47.6912,-122.313,1131,1992,"yes","no","Seattle"
"1931",378000,4,1.75,1990,23200,1,0,0,4,7,1990,0,1976,0,98059,47.486,-122.129,1950,17040,"yes","no","Renton"
"10431",570000,3,2.25,2180,9246,2,0,0,3,9,2180,0,1984,0,98074,47.6215,-122.031,2300,9298,"yes","no","Sammamish"
"16577",968000,4,1.75,2630,9645,1,0,0,4,9,2630,0,1963,0,98040,47.5459,-122.228,2690,10439,"yes","no","Mercer Island"
"519",2250000,4,2.25,4760,8036,2.5,0,0,5,9,3390,1370,1916,0,98112,47.6415,-122.285,2950,9323,"yes","no","Seattle"
"18030",498000,4,2.75,2270,7375,1,0,0,4,7,1290,980,1973,0,98034,47.7222,-122.168,1750,7760,"yes","no","Kirkland"
"15525",519000,3,1.75,2000,5680,1,0,0,4,7,1080,920,1903,0,98117,47.6805,-122.366,1230,4535,"yes","no","Seattle"
"18491",544000,3,1.5,1790,8203,1.5,0,1,3,7,1790,0,1910,0,98116,47.5768,-122.403,1960,6047,"yes","no","Seattle"
"10858",275000,3,1.75,1180,6260,1,0,0,4,8,1180,0,1993,0,98038,47.3531,-122.048,1580,7272,"yes","no","Maple Valley"
"901",905000,4,3.5,2970,14486,2,0,0,3,9,2340,630,1997,0,98040,47.5627,-122.215,3680,14486,"yes","no","Mercer Island"
"4539",195000,2,1,720,18000,1,0,0,3,6,720,0,1950,0,98178,47.5054,-122.261,1250,7925,"yes","no","Seattle"
"17096",1475000,5,3.25,3680,10300,1.5,0,0,4,10,3680,0,1927,0,98105,47.6548,-122.28,2690,7200,"yes","no","Seattle"
"9632",399000,3,1,860,9403,1,0,0,4,6,860,0,1942,1990,98033,47.6815,-122.173,2136,13009,"yes","yes","Kirkland"
"11859",700000,4,2.5,2440,7491,2,0,0,4,10,2440,0,1988,0,98029,47.561,-122.019,2490,8580,"yes","no","Issaquah"
"8931",199950,3,3,1530,2132,2,0,0,3,8,1530,0,1993,0,98038,47.3746,-122.056,1530,3384,"yes","no","Maple Valley"
"20049",895000,4,3,3240,5562,2,0,0,3,10,3240,0,2013,0,98075,47.5919,-121.975,3380,5562,"yes","no","Sammamish"
"18623",515000,4,3,1820,8261,1,0,0,3,7,1420,400,1969,0,98034,47.7197,-122.219,1920,7961,"yes","no","Kirkland"
"20910",550000,4,2.5,2470,7539,2,0,0,3,9,2470,0,2006,0,98028,47.7407,-122.226,2580,7539,"yes","no","Kenmore"
"15971",618000,4,2.25,2470,7350,1,0,0,3,7,1600,870,1978,0,98052,47.6936,-122.128,1970,7700,"yes","no","Redmond"
"858",450000,4,2.75,2980,13260,1,0,0,4,8,1800,1180,1979,0,98056,47.5152,-122.197,1920,10731,"yes","no","Renton"
"15914",275000,3,1.5,1400,9750,1,0,0,4,6,1400,0,1964,0,98030,47.3768,-122.17,1160,9750,"yes","no","Kent"
"2632",169575,3,1,1300,8284,1,0,0,3,7,1300,0,1968,0,98003,47.3327,-122.306,1360,7848,"yes","no","Federal Way"
"7033",261000,2,1,970,12500,1,0,0,3,6,970,0,1941,0,98168,47.5102,-122.33,1280,6250,"yes","no","Seattle"
"13752",464000,3,2.5,1770,5146,2,0,0,3,8,1770,0,1992,0,98029,47.5704,-121.999,1870,5146,"yes","no","Issaquah"
"8999",320000,3,1,1120,10576,1,0,0,4,7,1120,0,1969,0,98077,47.7575,-122.072,1300,10000,"yes","no","Woodinville"
"19897",695000,4,3.5,3510,9364,2,0,0,3,10,3510,0,2001,0,98065,47.54,-121.876,3510,9161,"yes","no","Snoqualmie"
"9891",128000,2,1,980,5393,1,0,0,3,6,980,0,1969,0,98042,47.3674,-122.081,980,5200,"yes","no","Kent"
"7886",713500,3,2,1720,4200,2,0,0,3,8,1720,0,1908,1992,98112,47.6285,-122.301,1720,4200,"yes","yes","Seattle"
"12404",253500,2,1,810,4800,1,0,0,3,7,810,0,1948,0,98126,47.5232,-122.375,1240,7740,"yes","no","Seattle"
"20536",2950000,4,4.25,4470,5884,2,0,1,3,11,3230,1240,2010,0,98199,47.6387,-122.405,2570,6000,"yes","no","Seattle"
"2882",149900,2,1.75,1090,1950,1,0,0,4,8,1090,0,1982,0,98198,47.3782,-122.319,1360,3426,"yes","no","Seattle"
"15490",680000,4,2.75,3620,35429,2,0,0,3,10,3620,0,2006,0,98058,47.4238,-122.098,3310,54193,"yes","no","Renton"
"16827",425000,3,2.25,1580,39189,1,0,0,3,7,1180,400,1992,0,98053,47.6365,-121.972,1580,29649,"yes","no","Redmond"
"17244",349900,2,1.75,1550,9230,1,0,0,3,6,970,580,1969,0,98045,47.4701,-121.744,1550,10856,"yes","no","North Bend"
"19326",887000,3,2,3000,22040,2,0,2,4,8,2470,530,1942,0,98177,47.7745,-122.368,2600,7947,"yes","no","Seattle"
"9099",535000,3,2.5,2390,6263,2,0,0,3,9,2390,0,2003,0,98028,47.7379,-122.248,2390,11761,"yes","no","Kenmore"
"13657",479500,3,2.75,2300,4637,2,0,0,3,8,2300,0,2008,0,98065,47.5216,-121.878,2420,5699,"yes","no","Snoqualmie"
"3876",387000,3,1.75,1810,10800,1,0,0,5,8,1210,600,1968,0,98056,47.5236,-122.184,1800,10800,"yes","no","Renton"
"13388",260000,3,1,1910,8710,1,0,0,3,7,1080,830,1954,0,98168,47.5038,-122.3,1460,8944,"yes","no","Seattle"
"15605",700000,3,3.5,3030,11550,2,0,2,3,8,3030,0,1971,2011,98146,47.5051,-122.381,2340,10560,"yes","yes","Seattle"
"20628",359800,5,2.5,2170,2752,2,0,0,3,8,2170,0,2014,0,98106,47.5165,-122.346,1800,2752,"yes","no","Seattle"
"4657",425000,3,1,1180,3750,1,0,0,3,6,1030,150,1940,0,98116,47.5726,-122.382,1280,3750,"yes","no","Seattle"
"21048",302059,4,2,1390,745,3,0,0,3,7,1390,0,2008,0,98027,47.5393,-122.026,1390,942,"yes","no","Issaquah"
"17527",594000,4,1.75,1870,5200,2,0,0,4,7,1200,670,1937,0,98115,47.6843,-122.283,1790,5000,"yes","no","Seattle"
"14745",420000,3,2.5,2390,3903,2,0,0,3,8,1970,420,2006,0,98072,47.7515,-122.174,2390,3431,"yes","no","Woodinville"
"2385",365000,3,2.5,1720,99916,2,0,0,4,7,1720,0,1990,0,98042,47.3391,-122.093,1340,73180,"yes","no","Kent"
"5043",515000,2,1,970,3300,1,0,0,4,7,970,0,1916,0,98103,47.6609,-122.343,1060,3600,"yes","no","Seattle"
"11414",1295000,3,2.75,3340,12690,1,0,0,3,10,2550,790,1956,1988,98105,47.6665,-122.27,3340,9480,"yes","yes","Seattle"
"2465",353000,3,2,1210,14499,1,0,0,3,7,1210,0,1984,0,98045,47.4705,-121.754,1570,15360,"yes","no","North Bend"
"12808",538000,2,1.75,1850,3060,1,0,0,3,7,1060,790,1929,1992,98115,47.6821,-122.308,1850,4080,"yes","yes","Seattle"
"6026",920000,4,1.5,1850,3600,2,0,0,3,8,1660,190,1929,0,98112,47.6376,-122.307,1970,3600,"yes","no","Seattle"
"7670",1112750,5,3.5,3090,3600,2,0,0,3,9,2060,1030,2000,0,98112,47.6217,-122.309,2240,3904,"yes","no","Seattle"
"2680",347500,3,1,1830,12036,1,0,0,3,7,1550,280,1977,0,98042,47.3126,-122.043,1810,12036,"yes","no","Kent"
"8016",606000,3,2,1980,7680,1.5,0,0,4,6,1070,910,1911,0,98033,47.6839,-122.195,1330,8704,"yes","no","Kirkland"
"17168",642000,4,2.5,2560,8780,2,0,0,3,9,2560,0,1992,0,98029,47.5717,-121.991,2780,8357,"yes","no","Issaquah"
"1109",200000,3,1,1230,4380,1,0,0,3,6,1230,0,1947,0,98106,47.5352,-122.361,1525,6026,"yes","no","Seattle"
"1827",450000,3,1,1060,4650,1,0,0,3,7,910,150,1950,0,98116,47.5784,-122.393,1480,4750,"yes","no","Seattle"
"20569",490000,3,2.25,1280,1520,2,0,0,3,8,1080,200,2008,0,98107,47.6651,-122.368,1280,1681,"yes","no","Seattle"
"21002",782900,4,3.25,3060,3898,2,0,0,3,10,2300,760,2014,0,98027,47.5311,-122.073,2920,3448,"yes","no","Issaquah"
"3423",250000,3,1,1130,7800,1,0,0,3,7,1130,0,1952,0,98118,47.5239,-122.288,1170,7800,"yes","no","Seattle"
"6060",248000,3,1,950,9400,1,0,0,4,7,950,0,1954,0,98006,47.5746,-122.136,1260,9400,"yes","no","Bellevue"
"13149",950000,6,1,2330,5000,1.5,0,0,4,7,2330,0,1920,0,98117,47.6789,-122.397,1570,5000,"yes","no","Seattle"
"4492",673200,5,3,4180,8561,2,0,0,3,7,4180,0,2003,0,98053,47.6833,-122.04,3425,6591,"yes","no","Redmond"
"9068",665000,4,3.5,3770,47480,2,0,0,3,9,3770,0,2003,0,98010,47.3552,-121.99,3380,42689,"yes","no","Black Diamond"
"19257",550000,3,2,1830,9152,1,0,0,5,8,1830,0,1959,0,98006,47.5531,-122.181,1770,9220,"yes","no","Bellevue"
"3832",399950,4,2.75,1920,4400,1,0,0,4,6,960,960,1906,0,98106,47.5532,-122.365,1040,4400,"yes","no","Seattle"
"13908",925000,5,5.5,5190,12637,2,0,2,3,11,5190,0,2001,0,98065,47.5424,-121.872,3840,12637,"yes","no","Snoqualmie"
"7521",229950,2,1.5,1160,1848,2,0,0,3,7,1160,0,1972,0,98034,47.7366,-122.176,1160,1566,"yes","no","Kirkland"
"13555",252000,3,1,1530,9465,1,0,0,4,7,1530,0,1960,0,98059,47.4915,-122.151,1530,9465,"yes","no","Renton"
"17220",330000,4,1.75,1550,50094,1,0,3,4,6,1550,0,1967,0,98022,47.2194,-122.059,1720,50094,"yes","no","Enumclaw"
"5576",245000,3,1.75,2350,12720,1,0,0,4,7,1180,1170,1964,0,98030,47.3594,-122.175,1680,10400,"yes","no","Kent"
"1333",605000,4,2.5,2430,11870,1,0,0,5,8,1590,840,1968,0,98155,47.7761,-122.285,2430,9600,"yes","no","Seattle"
"17770",539000,5,1,1700,11727,1.5,0,0,4,7,1700,0,1954,0,98033,47.686,-122.172,1740,8212,"yes","no","Kirkland"
"14634",385000,3,1,1030,3000,1,0,0,3,7,830,200,1924,0,98115,47.6813,-122.317,1830,3000,"yes","no","Seattle"
"251",260000,3,2,1810,7209,1,0,0,4,7,1240,570,1978,0,98032,47.3656,-122.278,1750,7209,"yes","no","Kent"
"8358",255000,2,1.75,1950,8200,1,0,0,3,8,1950,0,1975,0,98023,47.3161,-122.382,2370,8000,"yes","no","Federal Way"
"16030",455000,4,2.5,3170,10688,2,0,2,3,9,3170,0,2001,0,98001,47.3179,-122.257,3100,12610,"yes","no","Auburn"
"20174",516000,4,3.5,2550,8698,2,0,0,3,7,2550,0,2007,0,98065,47.5216,-121.869,2430,5519,"yes","no","Snoqualmie"
"3032",316000,3,0.75,1270,10092,1,0,0,5,7,1270,0,1971,0,98077,47.7567,-122.073,1300,10375,"yes","no","Woodinville"
"14860",805000,5,2.5,4600,19831,1,0,3,3,9,2300,2300,1956,2015,98177,47.7608,-122.378,2890,19831,"yes","yes","Seattle"
"12767",529100,2,1,1290,6528,1.5,0,0,4,7,1290,0,1941,0,98115,47.694,-122.29,1670,5712,"yes","no","Seattle"
"3968",576000,4,2.5,2590,5756,2,0,0,3,8,2590,0,2001,0,98065,47.5356,-121.875,2620,6109,"yes","no","Snoqualmie"
"15909",313000,3,1.75,1320,6205,1,0,0,5,7,1320,0,1948,0,98133,47.7412,-122.343,1210,6205,"yes","no","Seattle"
"21306",495000,3,2.25,1280,1517,2,0,0,3,8,1080,200,2008,0,98107,47.6651,-122.368,1280,1681,"yes","no","Seattle"
"17331",460000,3,1,1130,7000,1,0,0,3,6,830,300,1944,0,98125,47.7132,-122.283,1050,7000,"yes","no","Seattle"
"13669",557000,3,2.5,2280,18241,1,0,0,3,9,960,1320,1995,0,98011,47.7453,-122.213,3100,12465,"yes","no","Bothell"
"13464",840000,4,3.5,3860,18334,2,0,0,3,10,3120,740,1996,0,98077,47.7095,-122.075,3550,18334,"yes","no","Woodinville"
"8318",314950,3,2.5,1690,4533,2,0,0,3,7,1690,0,2003,0,98038,47.3575,-122.016,1830,5175,"yes","no","Maple Valley"
"460",255000,3,1.75,1240,8659,1,0,0,5,7,1240,0,1986,0,98042,47.3663,-122.089,1490,8223,"yes","no","Kent"
"14267",400000,4,1.5,1980,113691,1,0,0,3,7,1980,0,1962,0,98024,47.5606,-121.853,1980,89298,"yes","no","Fall City"
"11984",319950,4,1.75,2310,8045,1,0,0,4,7,1650,660,1976,0,98058,47.4569,-122.165,1790,8086,"yes","no","Renton"
"17071",406000,3,1.75,1270,6017,1,0,0,4,7,1030,240,1990,0,98028,47.737,-122.225,1630,7381,"yes","no","Kenmore"
"13988",535000,2,1,1030,4841,1,0,0,3,7,920,110,1939,0,98103,47.686,-122.341,1530,4944,"yes","no","Seattle"
"15669",1680000,5,3.5,5170,7197,3,1,4,3,11,3520,1650,1998,0,98155,47.7561,-122.271,3020,12880,"yes","no","Seattle"
"6066",525000,4,2.5,2740,12106,1,0,0,3,8,1980,760,1992,0,98133,47.7648,-122.355,2170,11156,"yes","no","Seattle"
"13722",339995,4,2.5,2180,5367,2,0,0,3,7,2180,0,2000,0,98038,47.3775,-122.022,2180,5130,"yes","no","Maple Valley"
"20544",390500,3,2.25,1530,1279,2,0,0,3,7,1116,414,2007,0,98177,47.7035,-122.357,1320,1427,"yes","no","Seattle"
"3724",463000,3,1.75,1710,7320,1,0,0,3,7,1710,0,1948,0,98155,47.7512,-122.281,2260,8839,"yes","no","Seattle"
"17583",616000,3,2,2900,5650,1,0,2,3,8,1520,1380,1959,0,98116,47.5789,-122.396,1810,6250,"yes","no","Seattle"
"12946",436000,3,1.5,1500,10200,1,0,0,3,8,1300,200,1955,0,98177,47.7598,-122.359,1950,9500,"yes","no","Seattle"
"17757",1320000,4,3.5,4410,36200,2,0,0,3,11,4410,0,1989,0,98006,47.5487,-122.126,4760,35860,"yes","no","Bellevue"
"20465",432500,4,2.5,3172,5033,2,0,0,3,8,3172,0,2014,0,98023,47.2961,-122.348,2704,5232,"yes","no","Federal Way"
"2251",700000,3,1.75,2600,7668,1,0,0,4,8,1300,1300,1968,0,98010,47.3402,-122.046,1980,13664,"yes","no","Black Diamond"
"15817",230500,2,1,740,8853,1,0,0,3,6,740,0,1943,0,98166,47.4793,-122.336,850,8775,"yes","no","Seattle"
"8929",950000,4,2.5,3360,11548,2,0,0,3,9,3360,0,1988,0,98033,47.6534,-122.182,3400,14091,"yes","no","Kirkland"
"12836",229000,2,1,1190,7408,1,0,0,3,6,830,360,1941,0,98168,47.5094,-122.31,1140,7408,"yes","no","Seattle"
"1287",425000,4,2.75,2440,15349,2,0,1,4,7,2440,0,1957,0,98198,47.4117,-122.333,2280,9250,"yes","no","Seattle"
"359",900000,3,1,1330,77972,1,0,0,3,7,1330,0,1928,1954,98033,47.6891,-122.159,1340,17689,"yes","yes","Kirkland"
"14289",540000,4,2.5,2180,10140,1,0,0,4,7,1180,1000,1968,0,98052,47.6822,-122.111,1840,9375,"yes","no","Redmond"
"17781",675000,3,2.75,3370,5350,1.5,0,1,4,7,2310,1060,1910,0,98136,47.5373,-122.39,1720,5618,"yes","no","Seattle"
"20968",812000,4,3.5,3370,3634,2,0,0,3,9,2750,620,2007,0,98029,47.5519,-122.001,3200,3650,"yes","no","Issaquah"
"7915",820000,4,3.5,2770,8049,2,0,0,3,9,2770,0,2002,0,98074,47.6469,-122.081,3410,7447,"yes","no","Sammamish"
"19772",580000,3,2.5,1620,1171,3,0,4,3,8,1470,150,2008,0,98103,47.6681,-122.355,1620,1505,"yes","no","Seattle"
"13088",350000,5,1.75,1380,7620,1,0,0,3,7,1180,200,1955,0,98106,47.5279,-122.345,1990,7620,"yes","no","Seattle"
"18321",362500,3,1,960,5424,1.5,0,0,3,6,960,0,1916,0,98115,47.6997,-122.32,1550,5687,"yes","no","Seattle"
"7966",466000,3,1.75,1680,9460,1,0,0,4,7,1680,0,1959,0,98006,47.5525,-122.182,1690,9448,"yes","no","Bellevue"
"9192",293000,1,1,1110,5421,1,0,0,3,6,1110,0,1935,0,98177,47.7322,-122.359,1230,8100,"yes","no","Seattle"
"13670",375000,4,1.75,1870,12500,1,0,1,5,6,1030,840,1943,0,98056,47.511,-122.197,2060,14141,"yes","no","Renton"
"11475",370350,3,3.5,1340,1168,2,0,2,3,8,1080,260,2002,0,98133,47.711,-122.356,1650,1378,"yes","no","Seattle"
"12268",570000,4,2.5,2280,4534,2,0,0,3,8,2280,0,2003,0,98075,47.5902,-122.018,2246,4534,"yes","no","Sammamish"
"8609",360000,4,2.25,2470,8686,1,0,0,4,7,1270,1200,1974,0,98058,47.4371,-122.166,1900,7350,"yes","no","Renton"
"20837",402395,4,2.5,2669,5385,2,0,0,3,9,2669,0,2014,0,98092,47.3262,-122.165,2669,4645,"yes","no","Auburn"
"2029",380000,4,1.75,1740,9150,1,0,0,3,7,1740,0,1974,0,98188,47.4498,-122.28,1540,9147,"yes","no","Seattle"
"5371",572650,4,2.5,2250,11349,2,0,0,3,8,2250,0,1991,0,98034,47.7111,-122.239,2110,9964,"yes","no","Kirkland"
"7320",970000,2,1,1290,5376,1,0,0,3,6,1290,0,1945,0,98115,47.6966,-122.315,1180,5376,"yes","no","Seattle"
"17915",291750,3,2.25,1310,12825,1,0,0,3,7,1310,0,1950,2013,98166,47.4515,-122.368,1600,11250,"yes","yes","Seattle"
"5332",723000,4,2.5,2700,4004,2,0,0,3,9,2700,0,2004,0,98029,47.5521,-121.995,2260,4459,"yes","no","Issaquah"
"4343",348500,3,1.5,1360,10726,1,0,0,4,7,1360,0,1966,0,98059,47.4948,-122.134,1650,10726,"yes","no","Renton"
"2932",1010000,4,3.5,3500,4080,2,0,2,3,9,2590,910,2004,0,98115,47.6834,-122.292,2430,5100,"yes","no","Seattle"
"6767",350000,3,1,1010,7680,1,0,0,4,7,1010,0,1967,0,98034,47.732,-122.231,1320,7373,"yes","no","Kirkland"
"3233",475000,4,2.25,2680,4673,2,0,0,3,7,2680,0,1999,0,98011,47.7539,-122.219,2460,4645,"yes","no","Bothell"
"15836",1300000,4,3.25,2330,9687,2,0,3,3,9,2330,0,1918,0,98112,47.6264,-122.283,3880,9017,"yes","no","Seattle"
"17337",600000,5,3.5,3370,16846,2,0,1,3,9,2650,720,1998,0,98027,47.5584,-122.089,3330,13000,"yes","no","Issaquah"
"11030",410000,2,2,1350,3926,1,0,0,3,8,1350,0,2007,0,98053,47.7192,-122.024,1440,3926,"yes","no","Redmond"
